payment_id,customer_id,paid_at,amount,currency,status
pay_e14ca51437a2,cus_fe75cb7194fd,2025-12-10 21:20:39.502474+00:00,60.0,USD,paid
pay_7ae8cf5576d2,cus_fe75cb7194fd,2026-01-11 21:20:39.502474+00:00,60.0,USD,paid
pay_e5717e247c2b,cus_bd4a44f743cc,2025-11-30 21:20:39.502474+00:00,12.0,USD,paid
pay_1e4b9698ed73,cus_bd4a44f743cc,2025-12-30 21:20:39.502474+00:00,12.0,USD,paid
pay_47f91a0f0456,cus_bf9dbb0e98bc,2025-11-13 21:20:39.502474+00:00,15.0,USD,paid
pay_f6f71ed0c259,cus_bf9dbb0e98bc,2025-12-15 21:20:39.502474+00:00,15.0,USD,paid
pay_4a97a4f8b0bf,cus_bf9dbb0e98bc,2026-01-13 21:20:39.502474+00:00,15.0,USD,paid
pay_2f34056b9567,cus_bd4ca43b8cc0,2024-11-04 21:20:39.502474+00:00,15.0,USD,paid
pay_e2c6bad71431,cus_bd4ca43b8cc0,2024-12-03 21:20:39.502474+00:00,15.0,USD,paid
pay_2cbec1e2b495,cus_bd4ca43b8cc0,2025-01-03 21:20:39.502474+00:00,15.0,USD,paid
pay_d2db8fa51ebb,cus_bd4ca43b8cc0,2025-02-02 21:20:39.502474+00:00,15.0,USD,paid
pay_8d72a6e8dcd8,cus_bd4ca43b8cc0,2025-03-04 21:20:39.502474+00:00,15.0,USD,paid
pay_a956fb9010e1,cus_bd4ca43b8cc0,2025-04-01 21:20:39.502474+00:00,15.0,USD,paid
pay_46d8ca06cd79,cus_bd4ca43b8cc0,2025-05-03 21:20:39.502474+00:00,15.0,USD,paid
pay_48a2819eb9ae,cus_bd4ca43b8cc0,2025-05-31 21:20:39.502474+00:00,15.0,USD,paid
pay_1593cf5376ae,cus_bd4ca43b8cc0,2025-06-30 21:20:39.502474+00:00,15.0,USD,paid
pay_53273028e3ef,cus_bd4ca43b8cc0,2025-08-01 21:20:39.502474+00:00,15.0,USD,paid
pay_da93c33da8d7,cus_bd4ca43b8cc0,2025-08-31 21:20:39.502474+00:00,15.0,USD,paid
pay_09463398ac2a,cus_bd4ca43b8cc0,2025-09-28 21:20:39.502474+00:00,15.0,USD,paid
pay_6e6ae00a6dd0,cus_bd4ca43b8cc0,2025-10-30 21:20:39.502474+00:00,15.0,USD,paid
pay_47413e133434,cus_bd4ca43b8cc0,2025-11-29 21:20:39.502474+00:00,15.0,USD,paid
pay_30e96e084ac9,cus_bd4ca43b8cc0,2025-12-27 21:20:39.502474+00:00,15.0,USD,paid
pay_8d3caf68ec49,cus_2cd439ffad17,2026-01-13 21:20:39.502474+00:00,45.0,USD,paid
pay_8c1a5f63f6dd,cus_8593eedc8a9a,2026-01-17 21:20:39.502474+00:00,45.0,USD,paid
pay_fdd19812c21d,cus_c838d2bd0f75,2026-01-20 21:20:39.502474+00:00,45.0,USD,paid
pay_69a7d22f50b0,cus_69679facdd23,2025-08-14 21:20:39.502474+00:00,15.0,USD,paid
pay_2e4517953cac,cus_69679facdd23,2025-09-14 21:20:39.502474+00:00,15.0,USD,paid
pay_90d8aa1361b2,cus_69679facdd23,2025-10-13 21:20:39.502474+00:00,15.0,USD,paid
pay_2895835693bc,cus_cd6e47f84da6,2026-02-12 21:20:39.502474+00:00,15.0,USD,paid
pay_59f85f28fd05,cus_8ac6994ae688,2026-01-31 21:20:39.502474+00:00,20.0,USD,paid
pay_d1f541752e3b,cus_34fd6bba536e,2026-01-17 21:20:39.502474+00:00,45.0,USD,paid
pay_1ee492e11fb7,cus_d67c599d1883,2025-12-05 21:20:39.502474+00:00,15.0,USD,paid
pay_a131c6bef6ba,cus_d67c599d1883,2026-01-05 21:20:39.502474+00:00,15.0,USD,paid
pay_84ca29f99766,cus_a7d42996ca6c,2025-08-31 21:20:39.502474+00:00,45.0,USD,paid
pay_e8e062e69e96,cus_a7d42996ca6c,2025-09-30 21:20:39.502474+00:00,45.0,USD,paid
pay_edbffa8d2115,cus_a7d42996ca6c,2025-10-28 21:20:39.502474+00:00,45.0,USD,paid
pay_47b432bb5492,cus_a7d42996ca6c,2025-11-27 21:20:39.502474+00:00,45.0,USD,paid
pay_76ff2c62b76e,cus_a7d42996ca6c,2025-12-27 21:20:39.502474+00:00,45.0,USD,paid
pay_1ea9ff9400c2,cus_b70135094d0e,2025-03-24 21:20:39.502474+00:00,12.0,USD,paid
pay_e9735a004417,cus_b70135094d0e,2025-04-22 21:20:39.502474+00:00,12.0,USD,paid
pay_0033743d67b5,cus_b70135094d0e,2025-05-23 21:20:39.502474+00:00,12.0,USD,paid
pay_74ed3d858783,cus_b70135094d0e,2025-06-21 21:20:39.502474+00:00,12.0,USD,paid
pay_c01647e57980,cus_b70135094d0e,2025-07-22 21:20:39.502474+00:00,12.0,USD,paid
pay_50e2c2c32edf,cus_b70135094d0e,2025-08-21 21:20:39.502474+00:00,12.0,USD,paid
pay_2011b5d97fb5,cus_b70135094d0e,2025-09-20 21:20:39.502474+00:00,12.0,USD,paid
pay_c5150eb944cf,cus_b70135094d0e,2025-10-20 21:20:39.502474+00:00,12.0,USD,paid
pay_ea6d71e3ea83,cus_b70135094d0e,2025-11-17 21:20:39.502474+00:00,12.0,USD,paid
pay_b24b1da11c64,cus_b70135094d0e,2025-12-18 21:20:39.502474+00:00,12.0,USD,paid
pay_5a61e6ceb5c7,cus_b70135094d0e,2026-01-17 21:20:39.502474+00:00,12.0,USD,paid
pay_1fa353669a8d,cus_9e82a0d9b2bb,2025-10-02 21:20:39.502474+00:00,12.0,USD,paid
pay_7cd42de3dcc7,cus_9e82a0d9b2bb,2025-10-31 21:20:39.502474+00:00,12.0,USD,paid
pay_f8afa15304ba,cus_9e82a0d9b2bb,2025-12-01 21:20:39.502474+00:00,12.0,USD,paid
pay_a40c37b5963c,cus_9e82a0d9b2bb,2025-12-30 21:20:39.502474+00:00,12.0,USD,paid
pay_0ef717cb0b6e,cus_5391bed2a6a6,2025-12-16 21:20:39.502474+00:00,15.0,USD,paid
pay_1c05232b6738,cus_5391bed2a6a6,2026-01-14 21:20:39.502474+00:00,15.0,USD,paid
pay_d26cb5631d42,cus_8c53a3c32b1a,2026-02-01 21:20:39.502474+00:00,12.0,USD,paid
pay_2edab4bb4f18,cus_cedb911913ee,2026-01-05 21:20:39.502474+00:00,15.0,USD,paid
pay_b17da9c1d70c,cus_addec79c0fcd,2026-01-28 21:20:39.502474+00:00,12.0,USD,paid
pay_733422a3348a,cus_4e4710ce1827,2025-11-19 21:20:39.502474+00:00,15.0,USD,paid
pay_60a62671e502,cus_4e4710ce1827,2025-12-20 21:20:39.502474+00:00,15.0,USD,paid
pay_df71c4e6f293,cus_4e4710ce1827,2026-01-19 21:20:39.502474+00:00,15.0,USD,paid
pay_fbcd3f8cef0f,cus_784c613e3c5c,2025-12-15 21:20:39.502474+00:00,12.0,USD,paid
pay_3f93339f68df,cus_784c613e3c5c,2026-01-12 21:20:39.502474+00:00,12.0,USD,paid
pay_22710fa10bd3,cus_f0e44c3fb613,2025-10-03 21:20:39.502474+00:00,12.0,USD,paid
pay_8185c6de1b7c,cus_f0e44c3fb613,2025-10-31 21:20:39.502474+00:00,12.0,USD,paid
pay_b0c42f5079e4,cus_f0e44c3fb613,2025-12-02 21:20:39.502474+00:00,12.0,USD,paid
pay_13f8ae8f7746,cus_f0e44c3fb613,2025-12-31 21:20:39.502474+00:00,12.0,USD,paid
pay_0749a90c5a3d,cus_1e7f906e4b58,2025-07-29 21:20:39.502474+00:00,12.0,USD,paid
pay_90d654ffd53a,cus_1e7f906e4b58,2025-08-29 21:20:39.502474+00:00,12.0,USD,paid
pay_41ebdf36489f,cus_1e7f906e4b58,2025-09-26 21:20:39.502474+00:00,12.0,USD,paid
pay_5aa1264e2a35,cus_1e7f906e4b58,2025-10-28 21:20:39.502474+00:00,12.0,USD,paid
pay_a444ef3b79a7,cus_1e7f906e4b58,2025-11-27 21:20:39.502474+00:00,12.0,USD,paid
pay_1674f517fed0,cus_1e7f906e4b58,2025-12-27 21:20:39.502474+00:00,12.0,USD,paid
pay_206cc270ca8f,cus_7c9923d6f7f3,2025-11-15 21:20:39.502474+00:00,15.0,USD,paid
pay_f9874e5a400a,cus_7c9923d6f7f3,2025-12-13 21:20:39.502474+00:00,15.0,USD,paid
pay_52e233a15f95,cus_7c9923d6f7f3,2026-01-12 21:20:39.502474+00:00,15.0,USD,paid
pay_cbfc0f52ef5a,cus_e5cc4f87a2fc,2026-02-08 21:20:39.502474+00:00,15.0,USD,paid
pay_0a582603436a,cus_bdc3d27a2ff1,2025-02-12 21:20:39.502474+00:00,12.0,USD,paid
pay_dcc9daae8348,cus_bdc3d27a2ff1,2025-03-14 21:20:39.502474+00:00,12.0,USD,paid
pay_628731504639,cus_bdc3d27a2ff1,2025-04-12 21:20:39.502474+00:00,12.0,USD,paid
pay_6ee6cbdf887d,cus_bdc3d27a2ff1,2025-05-11 21:20:39.502474+00:00,12.0,USD,paid
pay_73542af50adf,cus_bdc3d27a2ff1,2025-06-11 21:20:39.502474+00:00,12.0,USD,paid
pay_4f718ac6c25a,cus_bdc3d27a2ff1,2025-07-12 21:20:39.502474+00:00,12.0,USD,paid
pay_7767d559dffe,cus_bdc3d27a2ff1,2025-08-09 21:20:39.502474+00:00,12.0,USD,paid
pay_67b3aafad4e6,cus_bdc3d27a2ff1,2025-09-09 21:20:39.502474+00:00,12.0,USD,paid
pay_9c35d66939a5,cus_bdc3d27a2ff1,2025-10-10 21:20:39.502474+00:00,12.0,USD,paid
pay_d29bae86290a,cus_bdc3d27a2ff1,2025-11-08 21:20:39.502474+00:00,12.0,USD,paid
pay_bf9f90b75b05,cus_bdc3d27a2ff1,2025-12-09 21:20:39.502474+00:00,12.0,USD,paid
pay_babc069e4b68,cus_bdc3d27a2ff1,2026-01-08 21:20:39.502474+00:00,12.0,USD,paid
pay_748623d1f3ba,cus_fd984cf888b3,2025-02-25 21:20:39.502474+00:00,12.0,USD,paid
pay_148c01d3b6f0,cus_fd984cf888b3,2025-03-28 21:20:39.502474+00:00,12.0,USD,paid
pay_190a4a94ff6b,cus_fd984cf888b3,2025-04-27 21:20:39.502474+00:00,12.0,USD,paid
pay_3f3c30483181,cus_fd984cf888b3,2025-05-28 21:20:39.502474+00:00,12.0,USD,paid
pay_09a080b7e1ec,cus_fd984cf888b3,2025-06-27 21:20:39.502474+00:00,12.0,USD,paid
pay_daaef276d8c5,cus_fd984cf888b3,2025-07-27 21:20:39.502474+00:00,12.0,USD,paid
pay_e5707d7e2d03,cus_fd984cf888b3,2025-08-26 21:20:39.502474+00:00,12.0,USD,paid
pay_08dd8781b1eb,cus_fd984cf888b3,2025-09-23 21:20:39.502474+00:00,12.0,USD,paid
pay_821d6dcb0138,cus_fd984cf888b3,2025-10-25 21:20:39.502474+00:00,12.0,USD,paid
pay_6969430abadd,cus_fd984cf888b3,2025-11-22 21:20:39.502474+00:00,12.0,USD,paid
pay_2ae0f675e26c,cus_fd984cf888b3,2025-12-23 21:20:39.502474+00:00,12.0,USD,paid
pay_524223e6b6be,cus_44240df84fbc,2025-04-12 21:20:39.502474+00:00,12.0,USD,paid
pay_89e2b4267cd1,cus_44240df84fbc,2025-05-11 21:20:39.502474+00:00,12.0,USD,paid
pay_0cdb22bf4d59,cus_44240df84fbc,2025-06-10 21:20:39.502474+00:00,12.0,USD,paid
pay_8446f97a909d,cus_44240df84fbc,2025-07-11 21:20:39.502474+00:00,12.0,USD,paid
pay_09dbc2caca77,cus_44240df84fbc,2025-08-09 21:20:39.502474+00:00,12.0,USD,paid
pay_e3f3900c0070,cus_44240df84fbc,2025-09-07 21:20:39.502474+00:00,12.0,USD,paid
pay_374404917f36,cus_44240df84fbc,2025-10-07 21:20:39.502474+00:00,12.0,USD,paid
pay_987e7b90e89f,cus_44240df84fbc,2025-11-08 21:20:39.502474+00:00,12.0,USD,paid
pay_863b8d6ba35c,cus_44240df84fbc,2025-12-06 21:20:39.502474+00:00,12.0,USD,paid
pay_3149ddcf8969,cus_44240df84fbc,2026-01-05 21:20:39.502474+00:00,12.0,USD,paid
pay_d5678b7c9329,cus_a1bba838a11e,2025-11-18 21:20:39.502474+00:00,12.0,USD,paid
pay_c55c4a02c3c8,cus_a1bba838a11e,2025-12-20 21:20:39.502474+00:00,12.0,USD,paid
pay_b8c7513c1a1d,cus_ec6c2f9be479,2025-07-26 21:20:39.502474+00:00,15.0,USD,paid
pay_54f8073df7ae,cus_ec6c2f9be479,2025-08-25 21:20:39.502474+00:00,15.0,USD,paid
pay_6500d6cd7ee6,cus_ec6c2f9be479,2025-09-25 21:20:39.502474+00:00,15.0,USD,paid
pay_d59e88d6a276,cus_f89595150e41,2025-09-09 21:20:39.502474+00:00,12.0,USD,paid
pay_a0572d49cfc0,cus_f89595150e41,2025-10-10 21:20:39.502474+00:00,12.0,USD,paid
pay_edbb9a07f311,cus_f89595150e41,2025-11-08 21:20:39.502474+00:00,12.0,USD,paid
pay_6cc569937c69,cus_f89595150e41,2025-12-08 21:20:39.502474+00:00,12.0,USD,paid
pay_e928b77f8dce,cus_f89595150e41,2026-01-09 21:20:39.502474+00:00,12.0,USD,paid
pay_281a9bedbb2d,cus_368ca8720d6b,2025-09-30 21:20:39.502474+00:00,12.0,USD,paid
pay_deefa0f16694,cus_368ca8720d6b,2025-10-30 21:20:39.502474+00:00,12.0,USD,paid
pay_a0c9fd0bf9aa,cus_368ca8720d6b,2025-11-27 21:20:39.502474+00:00,12.0,USD,paid
pay_e8dbe7f0a35f,cus_368ca8720d6b,2025-12-28 21:20:39.502474+00:00,12.0,USD,paid
pay_f78c2f35f97b,cus_9062a13c1b5b,2025-10-07 21:20:39.502474+00:00,12.0,USD,paid
pay_bb58336d787a,cus_9062a13c1b5b,2025-11-05 21:20:39.502474+00:00,12.0,USD,paid
pay_73b22a7fd14f,cus_9062a13c1b5b,2025-12-04 21:20:39.502474+00:00,12.0,USD,paid
pay_fbe062584bf4,cus_9062a13c1b5b,2026-01-05 21:20:39.502474+00:00,12.0,USD,paid
pay_67fc41be8af4,cus_b5579d37a744,2025-12-17 21:20:39.502474+00:00,20.0,USD,paid
pay_bc48ce053460,cus_b5579d37a744,2026-01-14 21:20:39.502474+00:00,20.0,USD,paid
pay_89c8b0eaf74d,cus_0f7663a7a69a,2025-11-26 21:20:39.502474+00:00,15.0,USD,paid
pay_91e2525de9a3,cus_0f7663a7a69a,2025-12-26 21:20:39.502474+00:00,15.0,USD,paid
pay_2318098b3964,cus_368a411dbdf9,2025-09-14 21:20:39.502474+00:00,60.0,USD,paid
pay_6b2d31f27041,cus_368a411dbdf9,2025-10-13 21:20:39.502474+00:00,60.0,USD,paid
pay_b650f442feb6,cus_368a411dbdf9,2025-11-12 21:20:39.502474+00:00,60.0,USD,paid
pay_4ff5aa955e4c,cus_368a411dbdf9,2025-12-12 21:20:39.502474+00:00,60.0,USD,paid
pay_6f04f776640a,cus_368a411dbdf9,2026-01-12 21:20:39.502474+00:00,60.0,USD,paid
pay_841162a3964e,cus_1cc302e58cd6,2026-01-16 21:20:39.502474+00:00,12.0,USD,paid
pay_6514579864a3,cus_14a6eac35279,2025-11-08 21:20:39.502474+00:00,20.0,USD,paid
pay_7158298e3c5d,cus_9001a05189cd,2025-07-28 21:20:39.502474+00:00,20.0,USD,paid
pay_1a091739528a,cus_9001a05189cd,2025-08-29 21:20:39.502474+00:00,20.0,USD,paid
pay_615c7d4906c8,cus_9001a05189cd,2025-09-27 21:20:39.502474+00:00,20.0,USD,paid
pay_e79cd2d153a1,cus_9001a05189cd,2025-10-27 21:20:39.502474+00:00,20.0,USD,paid
pay_0c972a4ce359,cus_9001a05189cd,2025-11-26 21:20:39.502474+00:00,20.0,USD,paid
pay_1a34d798511d,cus_9001a05189cd,2025-12-26 21:20:39.502474+00:00,20.0,USD,paid
pay_1dc8adf2f8eb,cus_e6d8344e5ee2,2025-12-18 21:20:39.502474+00:00,12.0,USD,paid
pay_b3beaec0e2ed,cus_e6d8344e5ee2,2026-01-17 21:20:39.502474+00:00,12.0,USD,paid
pay_055cf646d401,cus_ebcf09590b8f,2025-03-03 21:20:39.502474+00:00,12.0,USD,paid
pay_93c8a59982a0,cus_ebcf09590b8f,2025-03-31 21:20:39.502474+00:00,12.0,USD,paid
pay_661fe4cb3975,cus_ebcf09590b8f,2025-05-01 21:20:39.502474+00:00,12.0,USD,paid
pay_058400f7982d,cus_ebcf09590b8f,2025-05-30 21:20:39.502474+00:00,12.0,USD,paid
pay_d6cea6e30a81,cus_ebcf09590b8f,2025-06-30 21:20:39.502474+00:00,12.0,USD,paid
pay_90dedb44f4d2,cus_ebcf09590b8f,2025-07-31 21:20:39.502474+00:00,12.0,USD,paid
pay_8297c6cb6fab,cus_ebcf09590b8f,2025-08-28 21:20:39.502474+00:00,12.0,USD,paid
pay_67aa34b5657f,cus_ebcf09590b8f,2025-09-28 21:20:39.502474+00:00,12.0,USD,paid
pay_91f2f756faf1,cus_ebcf09590b8f,2025-10-29 21:20:39.502474+00:00,12.0,USD,paid
pay_a0faea1e88d5,cus_ebcf09590b8f,2025-11-27 21:20:39.502474+00:00,12.0,USD,paid
pay_69468b6fbc7c,cus_ebcf09590b8f,2025-12-26 21:20:39.502474+00:00,12.0,USD,paid
pay_c96d5384e17e,cus_b91ee959ba39,2025-12-27 21:20:39.502474+00:00,90.0,USD,paid
pay_0fcd98ba7173,cus_cccc19aedfb2,2026-02-12 21:20:39.502474+00:00,15.0,USD,paid
pay_35810eb88ee0,cus_dedf06e50093,2025-11-12 21:20:39.502474+00:00,12.0,USD,paid
pay_82bd596cd431,cus_dedf06e50093,2025-12-14 21:20:39.502474+00:00,12.0,USD,paid
pay_3c236d278aad,cus_dedf06e50093,2026-01-13 21:20:39.502474+00:00,12.0,USD,paid
pay_12b43e43a3de,cus_452e31e70bd7,2025-08-05 21:20:39.502474+00:00,12.0,USD,paid
pay_bec5fd87018c,cus_452e31e70bd7,2025-09-05 21:20:39.502474+00:00,12.0,USD,paid
pay_f4891e0b906f,cus_452e31e70bd7,2025-10-03 21:20:39.502474+00:00,12.0,USD,paid
pay_72c039533ecb,cus_452e31e70bd7,2025-11-03 21:20:39.502474+00:00,12.0,USD,paid
pay_8665e8c2c8b4,cus_452e31e70bd7,2025-12-02 21:20:39.502474+00:00,12.0,USD,paid
pay_c244d27c1365,cus_452e31e70bd7,2026-01-02 21:20:39.502474+00:00,12.0,USD,paid
pay_28e986a66322,cus_04021d69a6cc,2025-11-26 21:20:39.502474+00:00,12.0,USD,paid
pay_1e88753ec8db,cus_04021d69a6cc,2025-12-26 21:20:39.502474+00:00,12.0,USD,paid
pay_fa367cd4650e,cus_6e701bf6d7a9,2026-01-22 21:20:39.502474+00:00,15.0,USD,paid
pay_a04c4f96ddca,cus_8a49ac227c69,2025-12-23 21:20:39.502474+00:00,15.0,USD,paid
pay_e214ffbe6a01,cus_f07ca0316958,2026-01-19 21:20:39.502474+00:00,15.0,USD,paid
pay_910a111969ec,cus_3aecd0a0ceb7,2026-01-27 21:20:39.502474+00:00,20.0,USD,paid
pay_920f0f65187c,cus_938bda15778f,2026-01-12 21:20:39.502474+00:00,15.0,USD,paid
pay_d26fe7cf9607,cus_af5ff359657e,2026-01-28 21:20:39.502474+00:00,60.0,USD,paid
pay_1b4929b838df,cus_3922a44f506a,2026-01-23 21:20:39.502474+00:00,12.0,USD,paid
pay_8c9095b1b178,cus_7c36aeae8b27,2025-07-01 21:20:39.502474+00:00,20.0,USD,paid
pay_67f2145357c8,cus_7c36aeae8b27,2025-07-29 21:20:39.502474+00:00,20.0,USD,paid
pay_3c4f20361c5e,cus_7c36aeae8b27,2025-08-30 21:20:39.502474+00:00,20.0,USD,paid
pay_68425f7d1960,cus_7c36aeae8b27,2025-09-27 21:20:39.502474+00:00,20.0,USD,paid
pay_69ff7375b353,cus_7c36aeae8b27,2025-10-27 21:20:39.502474+00:00,20.0,USD,paid
pay_395e167a2c1a,cus_7c36aeae8b27,2025-11-27 21:20:39.502474+00:00,20.0,USD,paid
pay_d9b85ebd564e,cus_7c36aeae8b27,2025-12-26 21:20:39.502474+00:00,20.0,USD,paid
pay_bc45068adef4,cus_4152c12938fb,2026-01-21 21:20:39.502474+00:00,12.0,USD,paid
pay_b0ab0b4ca7b5,cus_274c5871019e,2026-01-10 21:20:39.502474+00:00,45.0,USD,paid
pay_4ae25287159b,cus_8a62ffbef04a,2026-01-08 21:20:39.502474+00:00,12.0,USD,paid
pay_e5a1bdbfe6d5,cus_918728b4a672,2025-08-20 21:20:39.502474+00:00,60.0,USD,paid
pay_ab7c428de555,cus_82f1f6e3ee41,2025-08-27 21:20:39.502474+00:00,12.0,USD,paid
pay_0a5695845012,cus_82f1f6e3ee41,2025-09-25 21:20:39.502474+00:00,12.0,USD,paid
pay_42617f2eb261,cus_82f1f6e3ee41,2025-10-24 21:20:39.502474+00:00,12.0,USD,paid
pay_7bd8d8e5bb43,cus_82f1f6e3ee41,2025-11-24 21:20:39.502474+00:00,12.0,USD,paid
pay_98da6e60bdc7,cus_82f1f6e3ee41,2025-12-23 21:20:39.502474+00:00,12.0,USD,paid
pay_6b8b6cbe3472,cus_034fb4afcf95,2025-12-21 21:20:39.502474+00:00,20.0,USD,paid
pay_bff850c04831,cus_ddcbd7d90ffd,2026-01-13 21:20:39.502474+00:00,12.0,USD,paid
pay_ba5e0076c1c8,cus_9de95d696cc1,2025-12-09 21:20:39.502474+00:00,12.0,USD,paid
pay_b452b1aeab4b,cus_9de95d696cc1,2026-01-07 21:20:39.502474+00:00,12.0,USD,paid
pay_a8928641f87a,cus_e4388054a589,2025-09-25 21:20:39.502474+00:00,12.0,USD,paid
pay_5c7c6237cd36,cus_e4388054a589,2025-10-24 21:20:39.502474+00:00,12.0,USD,paid
pay_9cc68022afeb,cus_e4388054a589,2025-11-23 21:20:39.502474+00:00,12.0,USD,paid
pay_da272821636e,cus_e4388054a589,2025-12-23 21:20:39.502474+00:00,12.0,USD,paid
pay_5bf602bf098e,cus_f05feccd9bc6,2026-02-08 21:20:39.502474+00:00,12.0,USD,paid
pay_d7480bd42225,cus_a63891719104,2026-01-13 21:20:39.502474+00:00,15.0,USD,paid
pay_a5af60eef9e2,cus_cea32d9fa417,2025-09-26 21:20:39.502474+00:00,45.0,USD,paid
pay_c2e4cbb4baa8,cus_cea32d9fa417,2025-10-25 21:20:39.502474+00:00,45.0,USD,paid
pay_8dfdac42925b,cus_cea32d9fa417,2025-11-26 21:20:39.502474+00:00,45.0,USD,paid
pay_47831a32bb19,cus_cea32d9fa417,2025-12-26 21:20:39.502474+00:00,45.0,USD,paid
pay_f9ba5ee3d7d3,cus_b0f02f7ff941,2025-06-06 21:20:39.502474+00:00,15.0,USD,paid
pay_a8598fcaa1e4,cus_1855b9836843,2026-01-24 21:20:39.502474+00:00,20.0,USD,paid
pay_b13573ac8bf4,cus_33eeb9aed378,2025-08-24 21:20:39.502474+00:00,15.0,USD,paid
pay_5b60365678aa,cus_33eeb9aed378,2025-09-25 21:20:39.502474+00:00,15.0,USD,paid
pay_05904e1189b9,cus_33eeb9aed378,2025-10-24 21:20:39.502474+00:00,15.0,USD,paid
pay_f2640b691e1a,cus_33eeb9aed378,2025-11-22 21:20:39.502474+00:00,15.0,USD,paid
pay_6515471cd199,cus_33eeb9aed378,2025-12-24 21:20:39.502474+00:00,15.0,USD,paid
pay_d173a0556ef5,cus_ba2667bf00a6,2025-10-01 21:20:39.502474+00:00,12.0,USD,paid
pay_b7464ed0c336,cus_ba2667bf00a6,2025-11-02 21:20:39.502474+00:00,12.0,USD,paid
pay_e5f9f1919f73,cus_ba2667bf00a6,2025-11-30 21:20:39.502474+00:00,12.0,USD,paid
pay_5827200c27bc,cus_ba2667bf00a6,2025-12-30 21:20:39.502474+00:00,12.0,USD,paid
pay_025c2d15b875,cus_04f5a0146613,2025-05-03 21:20:39.502474+00:00,60.0,USD,paid
pay_69f42b7eee49,cus_04f5a0146613,2025-06-02 21:20:39.502474+00:00,60.0,USD,paid
pay_41e4a2fe6839,cus_04f5a0146613,2025-07-03 21:20:39.502474+00:00,60.0,USD,paid
pay_db3796027935,cus_04f5a0146613,2025-08-02 21:20:39.502474+00:00,60.0,USD,paid
pay_85224c489ce1,cus_04f5a0146613,2025-09-01 21:20:39.502474+00:00,60.0,USD,paid
pay_5ca2467d5439,cus_04f5a0146613,2025-09-30 21:20:39.502474+00:00,60.0,USD,paid
pay_e2fb8bd74ff4,cus_8417fdc2028c,2026-01-15 21:20:39.502474+00:00,12.0,USD,paid
pay_2935452d5925,cus_2cf5f7785d9f,2025-05-24 21:20:39.502474+00:00,12.0,USD,paid
pay_1959d9554c1a,cus_2cf5f7785d9f,2025-06-21 21:20:39.502474+00:00,12.0,USD,paid
pay_703065d7d919,cus_2cf5f7785d9f,2025-07-23 21:20:39.502474+00:00,12.0,USD,paid
pay_f13e58735a81,cus_2cf5f7785d9f,2025-08-22 21:20:39.502474+00:00,12.0,USD,paid
pay_7a2fa65e3435,cus_2cf5f7785d9f,2025-09-19 21:20:39.502474+00:00,12.0,USD,paid
pay_40c147f96041,cus_2cf5f7785d9f,2025-10-21 21:20:39.502474+00:00,12.0,USD,paid
pay_5c96adde6f43,cus_2cf5f7785d9f,2025-11-19 21:20:39.502474+00:00,12.0,USD,paid
pay_b131897ac47b,cus_2cf5f7785d9f,2025-12-20 21:20:39.502474+00:00,12.0,USD,paid
pay_fe0be1d3ee09,cus_905892017a17,2025-12-31 21:20:39.502474+00:00,15.0,USD,paid
pay_9d47b908c1fa,cus_7869d10ec99c,2026-01-20 21:20:39.502474+00:00,12.0,USD,paid
pay_ab6de74fd442,cus_7013e5793b22,2025-12-18 21:20:39.502474+00:00,20.0,USD,paid
pay_9eadebb7407d,cus_7013e5793b22,2026-01-17 21:20:39.502474+00:00,20.0,USD,paid
pay_6c4632ab420b,cus_ec41c71f8fe8,2026-01-07 21:20:39.502474+00:00,12.0,USD,paid
pay_a1467d05be05,cus_83bfb38a131e,2026-02-09 21:20:39.502474+00:00,15.0,USD,paid
pay_5bed493539ed,cus_2b2741f53189,2025-06-08 21:20:39.502474+00:00,12.0,USD,paid
pay_d0a862cc1180,cus_2b2741f53189,2025-07-09 21:20:39.502474+00:00,12.0,USD,paid
pay_c0cfae1b12eb,cus_2b2741f53189,2025-08-09 21:20:39.502474+00:00,12.0,USD,paid
pay_991df512e886,cus_2b2741f53189,2025-09-08 21:20:39.502474+00:00,12.0,USD,paid
pay_7af7bb8a002a,cus_2b2741f53189,2025-10-08 21:20:39.502474+00:00,12.0,USD,paid
pay_aa827c9c650b,cus_2b2741f53189,2025-11-06 21:20:39.502474+00:00,12.0,USD,paid
pay_624b04301652,cus_2b2741f53189,2025-12-05 21:20:39.502474+00:00,12.0,USD,paid
pay_25f93e39c5e0,cus_2b2741f53189,2026-01-06 21:20:39.502474+00:00,12.0,USD,paid
pay_ee60c5c19dc7,cus_6b43549b39cd,2025-12-09 21:20:39.502474+00:00,12.0,USD,paid
pay_85bd6d88a90e,cus_6b43549b39cd,2026-01-08 21:20:39.502474+00:00,12.0,USD,paid
pay_4f93ca4e5c24,cus_6b43549b39cd,2026-02-08 21:20:39.502474+00:00,12.0,USD,paid
pay_fef4b69e0b38,cus_44474d8c4e89,2025-12-19 21:20:39.502474+00:00,12.0,USD,paid
pay_5118d4bed1af,cus_c652dd016fec,2025-10-07 21:20:39.502474+00:00,12.0,USD,paid
pay_7309d54f98bc,cus_c652dd016fec,2025-11-07 21:20:39.502474+00:00,12.0,USD,paid
pay_c4bf835553d1,cus_c652dd016fec,2025-12-05 21:20:39.502474+00:00,12.0,USD,paid
