subscription_id,customer_id,start_date,end_date,status,mrr
sub_b4d59b5839a1,cus_5031750405b5,2025-02-18,2025-03-13,canceled,15.0
sub_9e4f1e799ab0,cus_dfe484e1b547,2025-12-07,,active,12.0
sub_7cf0bb3e20ec,cus_ecff0e3b8177,2024-10-17,,active,12.0
sub_5894b5d59cab,cus_5782cdb3df15,2025-12-30,,active,15.0
sub_a6be0701ee6e,cus_09c88f5b4564,2026-02-03,2026-06-03,canceled,20.0
sub_a7f692db1750,cus_09b7e2900690,2025-12-06,2026-12-25,canceled,15.0
sub_30e0c4e636bb,cus_10c78f025d53,2025-11-25,,active,15.0
sub_65291b790ea3,cus_ef05b2446529,2025-08-23,,active,15.0
sub_ca868f294eb9,cus_27153ae0719b,2025-11-14,2026-03-18,canceled,15.0
sub_866146d3d252,cus_3f30488cda9f,2025-10-04,2025-12-12,canceled,12.0
sub_102fc2f963f6,cus_fc0ecf4ce0d0,2026-02-01,,active,15.0
sub_694d622f577e,cus_7062ba2da8da,2026-02-04,,active,15.0
sub_046b02cccfe6,cus_1937bb063e23,2025-11-03,,active,15.0
sub_d0f411c6ff3e,cus_556c460bdde7,2025-10-04,2025-11-25,canceled,12.0
sub_2df71195f6c4,cus_2dc2f93e5d64,2026-01-23,,active,20.0
sub_9bd55645d566,cus_79cc85eefcb7,2026-01-24,,active,20.0
sub_43db0cd645d7,cus_a6b3d02e1fc1,2025-08-29,,active,12.0
sub_e77e2835fbf0,cus_189d19b6f067,2025-08-01,,active,12.0
sub_370d3b8f3760,cus_a43d5bd165a3,2025-11-27,,active,15.0
sub_e6f89e2a7856,cus_d955385fb4e8,2025-12-19,2026-02-18,canceled,15.0
sub_6b59c9def9c3,cus_c67f2a6838c8,2025-10-18,,active,12.0
sub_a20453beecf8,cus_6af6141803af,2025-11-27,,active,45.0
sub_03fea7c9d3e6,cus_9dfa866f0403,2025-09-17,,active,12.0
sub_abaa8407db99,cus_2d009b2e317b,2026-01-30,,active,90.0
sub_8f9b868193b1,cus_01d338744dc0,2025-05-15,,active,20.0
sub_d7007a4017e6,cus_849acae7be59,2025-11-23,,active,20.0
sub_4dbfb8ae9c26,cus_9c446a5a5db0,2026-01-26,,active,15.0
sub_b3824c623c7d,cus_b3948a44b985,2026-02-04,,active,12.0
sub_46f983c87e86,cus_bf739ee51f2b,2025-11-08,2026-01-06,canceled,20.0
sub_70663424654f,cus_6b04cb470571,2025-11-17,,active,15.0
sub_9c54b4b79d6b,cus_3aed5f67fa09,2025-11-20,,active,15.0
sub_b6f2b20ee194,cus_5729da8671a8,2025-12-26,,active,12.0
sub_639aa9ee2697,cus_617b0d3edd8b,2025-07-01,,active,45.0
sub_a8a08c358957,cus_e52b8e788521,2026-01-17,2026-05-06,canceled,15.0
sub_001eeb5484fe,cus_4b7ffd4966c4,2025-02-13,,active,12.0
sub_d2023e4cf5bb,cus_9fb75184ac1c,2026-01-20,,active,15.0
sub_49e94ab1a722,cus_42eb50c765f6,2026-02-08,,active,60.0
sub_0b0089abd41c,cus_614c0a6d763e,2025-11-11,,active,45.0
sub_f7010771dc85,cus_c06ada100e99,2025-12-07,,active,15.0
sub_0434114cd4b8,cus_40c74fe15099,2025-11-20,,active,60.0
sub_fa3c828c8226,cus_0470d882c108,2026-01-31,,active,15.0
sub_a52443e57c2c,cus_91119201a894,2025-07-29,,active,15.0
sub_246b96cae76f,cus_e9fb36d603db,2025-11-21,,active,12.0
sub_b12caddb62a7,cus_572087204416,2026-01-28,,active,15.0
sub_0fef3587fa09,cus_affa0d4c383d,2026-01-24,,active,12.0
sub_8c10beaa85a3,cus_a153bae368a0,2026-01-08,,active,90.0
sub_41eb5790bd6a,cus_a2ea8f1b101e,2025-11-10,2025-12-26,canceled,12.0
sub_a4d435d514b9,cus_401b7ce69b8b,2025-11-28,,active,12.0
sub_4019d0456c4e,cus_3e4d71f3830c,2025-12-13,,active,20.0
sub_8d1a5ceb86a5,cus_4dcf8875e37f,2026-01-30,,active,45.0
sub_69b4903fa167,cus_ba284d88ca2f,2025-05-03,,active,12.0
sub_ebb0ff8a5de6,cus_afcaefb316d1,2024-07-05,2024-08-20,canceled,12.0
sub_75274df80cf1,cus_02688c135669,2025-11-16,,active,12.0
sub_f3b4e9f58e86,cus_9fd223eaedc6,2025-09-25,,active,12.0
sub_f6684923f62f,cus_47eb824f9d44,2025-06-23,,active,20.0
sub_7f2cbd0f71d7,cus_2b331bc9b187,2026-01-29,,active,45.0
sub_a9fd1a40b3b8,cus_ec4df8823a5d,2026-01-04,,active,12.0
sub_efd4e8740d98,cus_54ee21c5ada3,2025-10-04,,active,12.0
sub_908907743e5c,cus_3943e74247bb,2026-01-09,,active,12.0
sub_0031752df1b7,cus_0320ec86da58,2025-09-27,,active,15.0
sub_0a375dbdef4b,cus_d3c64905605d,2025-09-05,,active,12.0
sub_e790558fcc62,cus_99a91f9a75ed,2026-02-13,,active,12.0
sub_d787985f8c54,cus_612a32ff78b2,2026-01-02,,active,15.0
sub_dd25ed0d3838,cus_bb1042e72742,2025-12-26,,active,12.0
sub_118b827b0db4,cus_1b41a5fefd04,2025-11-29,,active,15.0
sub_66963314305c,cus_c5d26cfa3d9a,2026-02-06,,active,20.0
sub_d8060c438320,cus_44612b43d862,2025-09-22,2026-01-29,canceled,12.0
sub_9defe4d9368c,cus_5eb818258668,2026-02-09,,active,20.0
sub_093cce3a4bbb,cus_38a928443d31,2026-01-10,,active,20.0
sub_e0ef5ad25c90,cus_5e9b7db0a57a,2026-01-27,,active,15.0
sub_b4434b255f5d,cus_e5f34faa627f,2025-09-22,2026-01-13,canceled,12.0
sub_b51fbeaa2025,cus_da226c5a5f9f,2025-11-14,,active,90.0
sub_9e65c7aea3b2,cus_9c94b44912a1,2026-01-20,,active,45.0
sub_a01d0c249e1d,cus_30717527ef5c,2026-01-24,2026-02-14,canceled,45.0
sub_8390fef7a997,cus_9d53cb25a4e2,2025-11-30,,active,60.0
sub_7bd7f6146c08,cus_dceda4ca9764,2025-11-30,,active,45.0
sub_0cb2db3e87b5,cus_59128c446a67,2026-01-28,,active,15.0
sub_e445e2b55b64,cus_86b3a6eebf75,2026-01-10,,active,12.0
sub_721f45eba8f7,cus_b2adbba3d781,2025-03-26,2025-05-01,canceled,60.0
sub_3815ab183a3c,cus_842ffbf39de7,2025-09-19,,active,15.0
sub_93251216ccc8,cus_7294ac802b69,2026-01-14,,active,15.0
sub_90de74d483a3,cus_64fac492d8fe,2026-01-16,,active,12.0
sub_15b6d66953b9,cus_e8d24c5830c0,2025-08-27,,active,15.0
sub_468e7d34344d,cus_ba5b5b7c431b,2025-12-13,,active,60.0
sub_c3fd01dc28eb,cus_8574c39d6a0e,2026-01-23,,active,12.0
sub_b6a8ea5acd5b,cus_182f81c654f7,2026-01-31,,active,60.0
sub_b4abb58a81a0,cus_c3ab6c9a52a3,2024-07-25,2024-08-19,canceled,20.0
sub_c00fb2762ca0,cus_b79390fcb177,2026-02-14,2026-06-11,canceled,15.0
sub_1f4214ff5ab4,cus_763564d16dc2,2025-10-12,2025-11-07,canceled,15.0
sub_444a1b82c17c,cus_c1953232af5f,2025-09-10,,active,15.0
sub_6221edc117f8,cus_fe1ee88620eb,2025-12-18,,active,60.0
sub_1be06fa7b997,cus_6ad7f79f10b5,2025-08-16,,active,15.0
sub_144684f48ec3,cus_d61c2fc57728,2025-11-03,2025-11-18,canceled,45.0
sub_1ebb3d4c3eea,cus_f6bc7f1090a3,2025-10-14,,active,12.0
sub_a7df2096ba2e,cus_c31dc1d28239,2026-01-10,,active,15.0
sub_8f533c4dea5a,cus_870cd246faa0,2025-12-23,,active,15.0
sub_7a238d523001,cus_3a20db5c30e6,2025-10-25,,active,12.0
sub_f9a8f7a02b19,cus_dc206f37aeb8,2025-10-22,,active,15.0
sub_1a949bdc324a,cus_51bc0070ad8c,2025-09-23,,active,12.0
sub_cb81c0905fb3,cus_7f3da2223949,2025-04-30,2025-07-27,canceled,15.0
sub_4527b2d38f74,cus_d21a411f4ba9,2026-02-12,,active,20.0
sub_0403aa3f203c,cus_8de5f2033439,2025-11-30,,active,15.0
sub_23b7b2e60b3c,cus_bb5de6ce4c8d,2026-01-29,,active,15.0
sub_5e772474da05,cus_0cd280b2dc8e,2026-02-04,,active,15.0
sub_f86ae2826ab4,cus_0d878914c8fc,2025-12-11,,active,60.0
sub_089251153203,cus_dc8b702dd86b,2025-11-06,2025-12-30,canceled,15.0
sub_070a1a018f39,cus_454281cbf0e2,2026-02-11,,active,20.0
sub_8f26888a0d7d,cus_560001d40e41,2025-11-10,,active,15.0
sub_1787c3bf3593,cus_e370f4eb5c94,2025-12-07,,active,15.0
sub_1a4b2533bace,cus_814d72da45f5,2026-01-29,2027-04-11,canceled,15.0
sub_60407be0a582,cus_2e89dbe0ac63,2025-04-30,,active,15.0
sub_3edf0da52a2e,cus_5ec5b7918e54,2025-12-26,,active,15.0
sub_ddff3ac8f866,cus_21d3d1c386ee,2025-11-02,,active,15.0
sub_057a28f74238,cus_3aaf72b146fb,2026-02-06,,active,12.0
sub_7e53cd15b959,cus_5b80860efc26,2025-04-20,,active,15.0
sub_165b75530ec2,cus_bf6ec2065a99,2025-10-05,,active,45.0
sub_19fc50cac607,cus_a8723d9a6cb0,2025-02-22,2025-04-02,canceled,45.0
sub_bb8ea5ed7535,cus_dbf4681696ae,2026-02-13,,active,45.0
sub_5e46f2f58dea,cus_db88304665b7,2025-05-02,,active,12.0
sub_a0998ef3f98a,cus_66d5924fe4ec,2025-08-24,2025-09-14,canceled,15.0
sub_54cf25e80339,cus_58e3723c02f9,2025-10-24,,active,20.0
sub_5bc7c1901acb,cus_cb5f928d643a,2025-06-21,,active,12.0
sub_8f550c972183,cus_3f6b9af55b09,2025-11-17,,active,12.0
sub_5c086dc3ce30,cus_2fc51f3466ee,2025-10-02,,active,12.0
sub_b7c4bedd7d78,cus_c592de795284,2025-09-05,,active,15.0
sub_7ad5a2966c10,cus_a10bbe350210,2026-01-25,,active,15.0
sub_eab3027fce51,cus_f6bcdc2db110,2025-10-28,,active,20.0
sub_8db65b030415,cus_30d3cbda0246,2025-12-28,,active,12.0
sub_77db5be8dc55,cus_85d57bca2df4,2026-02-05,,active,45.0
sub_3c101b1b05b9,cus_ca0b48a6b122,2025-02-07,,active,12.0
sub_1ccf8bc4e49b,cus_a2c0de360364,2025-12-07,,active,90.0
sub_59d0f6edb783,cus_d984da170b73,2025-08-09,,active,60.0
sub_cd72ec42c110,cus_d6f08a88efa3,2025-07-28,,active,15.0
sub_4b602af3a715,cus_51ba2c1726aa,2025-09-18,,active,45.0
sub_e0d72875e03c,cus_c4041c53ac03,2025-10-19,,active,45.0
sub_342969455dd1,cus_9f9bb08cbf8f,2026-01-31,,active,45.0
sub_ba6a1687259d,cus_c43e8f3a1769,2026-01-27,,active,20.0
sub_3f366263b1d0,cus_a1820bdacf3d,2025-11-17,,active,45.0
sub_cc6c2a412a59,cus_09aba8426efa,2026-01-05,,active,15.0
sub_5cf0877d2ac5,cus_2d3b07b84801,2025-10-28,,active,60.0
sub_48484e3073a2,cus_a3907ff49251,2025-09-14,,active,15.0
sub_ae219509863a,cus_8dbcee3c0cf5,2026-02-12,,active,15.0
sub_debe84a7cf09,cus_6ecb2f7b9759,2025-11-09,2026-01-25,canceled,45.0
sub_3944a759a1cf,cus_dd8ad1f834dd,2025-05-24,,active,15.0
sub_d2be66396a67,cus_c33d18a2b392,2025-09-18,2026-04-07,canceled,12.0
sub_a435b46a1772,cus_dda13afd7235,2024-11-18,,active,15.0
sub_58f94b2796ff,cus_c6665c3a511e,2026-01-29,,active,15.0
sub_e1ab524c7f61,cus_49d2825ac970,2024-11-22,,active,20.0
sub_34ca8ea84e10,cus_10dfcfadf0ad,2025-09-25,,active,60.0
sub_257ae7746a89,cus_052fb4543458,2025-05-04,2026-05-02,canceled,12.0
sub_b60fbf63f9dd,cus_d36ab057c80e,2025-09-11,,active,12.0
sub_f5f7d263a7c9,cus_b1fe4fd24493,2025-11-27,,active,15.0
sub_5a91a82eb629,cus_b75714ac424e,2025-05-10,,active,12.0
sub_0db61043821a,cus_bc29d7342b7a,2025-10-20,,active,20.0
sub_47c6d857385f,cus_9a1ff13f3540,2026-01-27,2026-04-15,canceled,12.0
sub_d992bdd3fb72,cus_64e5f3c7b0f0,2026-01-04,,active,90.0
sub_7100c0d81561,cus_20cce205346a,2025-05-19,2025-06-03,canceled,15.0
sub_984c3a1c1178,cus_24dd3db3048d,2025-12-17,,active,12.0
sub_82a0d981e0a3,cus_6009445844aa,2025-04-16,,active,12.0
sub_3813e5013441,cus_38de80de7015,2025-05-27,,active,12.0
sub_ba2fc1e7eb16,cus_23c8c6acfad4,2026-01-01,,active,12.0
sub_9763272bb3dd,cus_45b5fc88d6a8,2025-09-04,,active,60.0
sub_1a1ea4eeceb1,cus_12264b8add52,2025-03-26,2026-04-28,canceled,15.0
sub_b27fb4ebdfeb,cus_374f0fb08ce6,2025-12-09,,active,20.0
sub_3f9184f9c247,cus_749e394f7042,2025-12-20,,active,20.0
sub_85dc60b6e97c,cus_494f32f72059,2025-12-10,,active,15.0
sub_2dfcac7a1077,cus_69d0a0d1fca4,2026-01-25,,active,20.0
sub_71755c25ad6c,cus_f64753ce50f3,2025-11-18,,active,15.0
sub_3d252cd1cd91,cus_97cddee2169e,2026-01-16,,active,45.0
sub_0a594cd7d451,cus_024e09adc6a9,2025-09-15,,active,15.0
sub_507244925acd,cus_87229b4def2b,2025-11-22,,active,45.0
sub_8938e4da1683,cus_105d1830d885,2025-07-25,,active,12.0
sub_259394c48fde,cus_e40fb41be461,2025-07-18,,active,12.0
sub_302112efac56,cus_7944f49ec896,2025-09-04,,active,15.0
sub_b7ead57e586f,cus_64cbca663b2f,2025-02-10,,active,12.0
sub_55fae23a4b3b,cus_79300db41eac,2025-12-31,,active,15.0
sub_f604275f1bd5,cus_d95e689a2173,2025-11-30,,active,15.0
sub_40b6f7220daf,cus_e12352d90c64,2025-06-18,2026-01-28,canceled,12.0
sub_5830d02273b0,cus_b2d096a4084d,2025-12-31,2026-05-05,canceled,15.0
sub_8abb606c527f,cus_570992030b1f,2025-12-08,,active,12.0
sub_511481ce58e7,cus_eedd3f8f2c77,2025-05-15,,active,15.0
sub_5ad9ff90bd96,cus_22254dbedf9f,2025-10-13,2025-11-22,canceled,90.0
sub_81785b8d96c9,cus_7877060cbcc6,2025-11-27,2025-12-21,canceled,12.0
sub_c5d1ac484f48,cus_4eac4d1320e5,2025-12-19,,active,15.0
sub_4d263eb81774,cus_32641491a3b7,2025-12-03,2026-02-05,canceled,12.0
sub_905804513d40,cus_d978e8b40158,2025-11-14,,active,12.0
sub_f041fd433d92,cus_5505b0ce7cc4,2025-12-10,,active,12.0
sub_b14a8503d727,cus_136ad5a060ef,2025-07-09,2025-12-25,canceled,20.0
sub_9e630291e165,cus_d78f31f48ab8,2025-12-28,,active,12.0
sub_71115122fe2a,cus_0e37c5febe8a,2025-02-19,,active,15.0
sub_96f4c1edbbe6,cus_127995d514c2,2024-08-02,,active,20.0
sub_7b8cd516796a,cus_8363e4ccf91e,2025-02-02,2025-04-04,canceled,20.0
sub_4f6a912a9e01,cus_f482a01ce3e2,2025-01-17,,active,45.0
sub_28c658945172,cus_8aeb921b57a3,2025-09-30,,active,60.0
sub_b7a76919109c,cus_f8ebb0f11abf,2024-11-14,2024-12-20,canceled,60.0
sub_430cbf8a7b4d,cus_b19bd1b56b2a,2026-02-11,,active,15.0
sub_2716dadb82cc,cus_27ac0eb4fd39,2025-11-24,,active,15.0
sub_6192486eaf20,cus_25ce884b3561,2025-10-26,,active,12.0
sub_841187e30c77,cus_f8f5d45d023e,2025-07-07,2026-01-21,canceled,15.0
sub_6a56b8ca5f4d,cus_2e49fb005b4a,2025-09-23,,active,12.0
sub_eee9efff12f1,cus_851c33b36064,2025-09-22,,active,45.0
sub_e7d97bca703e,cus_2a182913de4a,2024-11-14,,active,60.0
sub_d65f7a3ba390,cus_f6367bbbf427,2025-09-19,2026-01-10,canceled,60.0
sub_24394095ec1d,cus_3ca86ca84c24,2025-04-18,,active,15.0
sub_a6db0cbb9f36,cus_0046b318a010,2025-11-18,,active,12.0
sub_dbd5b0ad6a6b,cus_1fb252cdc779,2026-02-15,2026-03-06,canceled,20.0
sub_ca564253e0fc,cus_a81e498046a8,2025-11-28,,active,90.0
sub_44197bd9c94c,cus_e9344264b172,2026-02-14,,active,12.0
sub_09839bb12ec4,cus_2cb24692581c,2025-10-25,,active,45.0
sub_19fd00d247c6,cus_6382beb47bc9,2026-01-07,2026-02-08,canceled,15.0
sub_078088f15ce2,cus_66808baeb4f0,2025-12-20,,active,45.0
sub_d59960ae37be,cus_1e3509fd4242,2025-10-16,,active,45.0
sub_e20ebb285b6f,cus_4e7f69dfb4cc,2025-12-13,2026-04-24,canceled,12.0
sub_e1cc807d949f,cus_cc7c92b4eadb,2025-12-08,,active,20.0
sub_e467e2f60589,cus_f7e479cca780,2026-02-15,,active,12.0
sub_db1c7ba42ae6,cus_bd8f81dde45f,2026-02-13,,active,15.0
sub_ca5ca91b0c84,cus_b687d20f67f1,2025-08-25,,active,20.0
sub_0fa2bee30fdd,cus_9e466cbee6e9,2026-01-03,,active,12.0
sub_79fe18b2ebc5,cus_6ef733c0faae,2026-02-07,2026-02-16,canceled,12.0
sub_ec7bf6571b1b,cus_47235b059b46,2026-01-30,,active,15.0
sub_455ccb5e23ac,cus_03c3987b181e,2026-01-25,,active,15.0
sub_1421a3b90a69,cus_8882784861c2,2025-12-29,,active,20.0
sub_f8f95c334264,cus_18eb8cdf5e6c,2025-12-20,,active,12.0
sub_932b0c58e7a4,cus_a045316f755d,2026-01-15,,active,15.0
sub_b7c160b88b31,cus_bda2ae50c8ad,2026-01-23,,active,15.0
sub_03013bf3801c,cus_f9e7e43e9121,2025-04-24,,active,12.0
sub_fb8984fa4ceb,cus_141f0819b530,2025-11-11,2025-12-15,canceled,15.0
sub_a6bb4c67a836,cus_13bf149ff564,2025-10-09,,active,12.0
sub_97d4e731e753,cus_3537cb42b7bd,2026-01-29,,active,12.0
sub_b4eec3e7807a,cus_dcadc3210682,2026-01-07,,active,12.0
sub_5be815b31c54,cus_41ec18ef08a7,2025-11-23,2026-01-19,canceled,15.0
sub_0cb0f275d5cf,cus_ee89a91ca5f2,2025-10-20,2026-01-07,canceled,15.0
sub_97c2a3ce4f3d,cus_baff63940799,2025-01-23,2025-03-07,canceled,12.0
sub_8e8a838ba7ff,cus_502d6afa3bb8,2025-07-23,2025-08-24,canceled,12.0
sub_783ff40e28e7,cus_8345e37250aa,2025-09-14,,active,12.0
sub_fc6ec0eb9fe3,cus_f2f92820af8e,2026-01-08,,active,12.0
sub_1ac3839fae5c,cus_480280eb25c1,2025-09-07,,active,15.0
sub_c0681c56038b,cus_792542c7ab06,2025-11-05,,active,15.0
sub_5080432e8c47,cus_8f66cb479b00,2025-09-23,,active,12.0
sub_c73c2b0f1816,cus_2aea96402769,2026-02-10,,active,15.0
sub_45353af651af,cus_55a9ee43820c,2025-12-01,,active,60.0
sub_456358985f27,cus_def37dc7d609,2026-01-26,,active,12.0
sub_a6ede080b3ec,cus_a712799917a1,2025-04-04,,active,12.0
sub_054e9e5a1120,cus_80ecb7a1b21a,2025-05-06,,active,12.0
sub_58efacd34f8b,cus_b38b6f7a02e1,2024-07-20,,active,15.0
sub_6e27ec9d3426,cus_c28fa138885b,2026-01-04,,active,15.0
sub_bcfa866e6e27,cus_416a356c73bb,2025-06-19,2025-10-04,canceled,12.0
sub_ec6409e38acf,cus_0c9a0dfec821,2025-09-10,,active,15.0
sub_c31149d3bd1e,cus_0adddbcdbd79,2026-02-11,,active,15.0
sub_a6b45e1a2c31,cus_cf394f63bce2,2025-10-05,,active,45.0
sub_0b253399fd9f,cus_f4ecc154cee6,2025-09-14,,active,12.0
sub_a4243311be29,cus_bf9e1cbf834f,2025-11-23,,active,15.0
sub_73426e356e6b,cus_6dd585b18a9f,2025-09-10,,active,12.0
sub_94dd3d68ce56,cus_4caaf1641b30,2026-01-06,,active,60.0
sub_22572dd2a563,cus_386a784571aa,2025-09-04,2025-11-27,canceled,12.0
sub_49f7caee6b44,cus_53f2579b49a8,2026-02-15,,active,12.0
sub_d845eab36736,cus_0f0a92cb1a97,2025-10-10,,active,45.0
sub_5dc25a47dc57,cus_e40af13d805f,2026-01-05,,active,15.0
sub_ae43e7110962,cus_d73dc1125c5f,2025-09-09,,active,15.0
sub_f1c9ef764f32,cus_de7589d97820,2024-09-29,,active,15.0
sub_e04e1cbee081,cus_da5a60a56a04,2026-01-30,,active,12.0
sub_908749abde91,cus_d72b6fc3ab6e,2026-02-13,,active,15.0
sub_e03a32416fa0,cus_d31b843ff2b6,2025-11-09,2026-03-28,canceled,12.0
sub_a1ca6251d1c5,cus_391b6d12e7ab,2025-12-16,,active,20.0
sub_f14add69372d,cus_2db522092705,2026-02-08,,active,15.0
sub_d6e1f74df06a,cus_6fdc61014c53,2024-06-23,,active,60.0
sub_d489c0f74d19,cus_35dccc501493,2025-08-15,,active,15.0
sub_aba7b9ee6ab4,cus_63fde6b2e83c,2026-01-24,,active,45.0
sub_592394715d83,cus_80d9d8f4f80a,2026-01-06,,active,20.0
sub_d9fa3dfd85bf,cus_09ee9b3c49f4,2025-03-30,,active,12.0
sub_f172213cce76,cus_b015c8d3c746,2025-12-18,,active,12.0
sub_0eb72c4e295c,cus_270e1f0e7aec,2025-10-31,,active,45.0
sub_d7bb22a4299e,cus_bc5da089092b,2025-11-10,,active,15.0
sub_c34c46093428,cus_5a427e89d5c4,2026-01-23,,active,20.0
sub_74dc6b030784,cus_3f278308005c,2026-02-04,,active,12.0
sub_989718d0a73f,cus_2d8073af2dc3,2026-01-26,2026-04-11,canceled,60.0
sub_b81d3a783df5,cus_9cdca8cee1bb,2025-09-29,2026-07-31,canceled,12.0
sub_1ff69ec4606c,cus_4e1dbe5bd875,2025-12-20,,active,45.0
sub_d0889b1c9dc9,cus_fe2228fd3cae,2025-12-21,,active,60.0
sub_04c786bbbf1f,cus_b9da0b4abec5,2026-01-24,2026-07-09,canceled,15.0
sub_b6ed0f6341a4,cus_d40a348b565c,2025-09-24,,active,60.0
sub_b859a7f092c1,cus_a8018dfb654b,2026-01-21,,active,15.0
sub_4b721cc0ccc4,cus_240a31c277f7,2026-02-15,,active,90.0
sub_1799c1550d2a,cus_7fe73a364563,2025-10-27,2026-04-18,canceled,15.0
sub_c095ef048dfa,cus_f579e7ef6f84,2025-09-05,,active,15.0
sub_1bcc3dccc332,cus_f5cf9517d4e9,2025-09-11,,active,20.0
sub_60f977e0f452,cus_c15bf5ebf535,2025-12-21,2026-01-15,canceled,12.0
sub_b129b3de53b5,cus_7584ddd70396,2026-02-01,,active,45.0
sub_38b6f781b210,cus_b7da93d4c359,2025-10-05,,active,12.0
sub_621de568b0d1,cus_0364111f90c4,2025-11-19,,active,12.0
sub_145b5d2fdc47,cus_b36e303cf5df,2026-01-22,,active,15.0
sub_01eaf38d5408,cus_734764c202e6,2026-01-07,,active,20.0
sub_9bca10c22fe0,cus_cf12d732dab3,2026-01-13,,active,20.0
sub_2d6f6ebdec97,cus_bb6273b6e271,2024-12-02,,active,15.0
sub_d11fdeeb7dca,cus_a9b183316381,2026-02-05,2026-11-27,canceled,15.0
sub_77b6730587d7,cus_4a9e97fc49f8,2026-02-09,,active,12.0
sub_20dd5d36e17c,cus_831b3cd23c98,2025-10-30,,active,90.0
sub_f03ea52e6cb3,cus_f2af62aeae3c,2025-12-18,,active,45.0
sub_a4c5aafb6514,cus_e4f4d4091fcf,2025-12-29,,active,20.0
sub_801192df192a,cus_0e1b1174cb83,2025-11-09,,active,60.0
sub_5b2e26002a6b,cus_1a1081fbf7f1,2024-11-02,2024-11-27,canceled,12.0
sub_c1fad689bc6f,cus_2bf7b4d20173,2025-12-09,,active,15.0
sub_9c5773d2da17,cus_0da2e90efceb,2025-11-22,,active,45.0
sub_ebabe0187143,cus_1c74ee379393,2025-11-01,,active,15.0
sub_dfffa467c070,cus_a4ee30106262,2026-02-04,,active,20.0
sub_7ee7e70d2930,cus_6b95cefd9a0d,2026-02-10,,active,20.0
sub_dc9ee8eabd0b,cus_324eadfa076e,2025-12-15,,active,12.0
sub_04b63149aa5f,cus_ef9db5534e51,2025-07-05,,active,12.0
sub_67aad1389801,cus_f367b5b582f3,2025-05-29,2025-12-24,canceled,15.0
sub_d63f08513e0e,cus_37050cdbf6bf,2026-01-31,,active,12.0
sub_d6f21d3a099f,cus_bf75cba871fe,2026-02-08,2026-06-09,canceled,20.0
sub_fa11687d315c,cus_c2dce6f5fbc5,2025-03-12,,active,12.0
sub_3b1258dd098e,cus_bf91abc4d3bb,2025-10-23,,active,15.0
sub_5b1c413bb3f1,cus_5679aed34ad1,2025-10-19,,active,12.0
sub_3dbc4b06e2d1,cus_ab178670baef,2025-11-29,,active,45.0
sub_a3867596f8cc,cus_d88c948858e1,2025-12-26,,active,15.0
sub_4df49b51f1dc,cus_58a3f6588cf5,2025-07-10,,active,60.0
sub_cfb64aa6d956,cus_3c86354f9d44,2026-01-08,,active,15.0
sub_46c64d3d5a56,cus_570c9ce9fa74,2026-02-15,,active,45.0
sub_a48f4e379113,cus_0a1441d0b2ef,2025-09-27,,active,15.0
sub_9be04d0987a1,cus_b18899cfc9db,2025-10-03,,active,12.0
sub_fd932eb059ae,cus_fa5c13fafcd6,2026-02-15,,active,20.0
sub_55993e34a282,cus_71c0b2ab5a11,2026-01-25,2026-02-25,canceled,45.0
sub_4f72b48c8309,cus_72e2553c5f82,2025-12-21,,active,15.0
sub_2b9402dc2e65,cus_58d2693e5a25,2025-11-25,,active,60.0
sub_9bbe5fa5bf2a,cus_1f5800180b8e,2025-01-20,2025-01-27,canceled,12.0
sub_451950bc725a,cus_5a1490a9b538,2025-10-23,,active,12.0
sub_327ee0424f28,cus_05d0a60825ef,2025-12-03,,active,15.0
sub_3be2bd520edf,cus_ecbde793685b,2026-01-07,,active,15.0
sub_7db50346d443,cus_1fe3434ff7d5,2025-09-21,2025-09-29,canceled,15.0
sub_a7253f922426,cus_7a158b123dc3,2025-11-22,,active,15.0
sub_d2e9f5a9978f,cus_d4bb46a9635b,2026-01-12,,active,12.0
sub_78553260f064,cus_6a82b17a470f,2025-08-21,2025-08-29,canceled,12.0
sub_f15ed9fad03b,cus_e677f744575b,2025-12-19,,active,45.0
sub_a76289f7c8b9,cus_d6f61df24c8a,2025-10-01,2025-10-23,canceled,12.0
sub_a1aa2252c8d3,cus_3d34abffd709,2025-06-18,,active,15.0
sub_92140d03dc4b,cus_12a73c42ba86,2025-11-07,,active,15.0
sub_0bc57fd3b36f,cus_5d9cbde2f37e,2025-09-25,,active,15.0
sub_bcc4095ffe3f,cus_d180f301b6b8,2025-12-16,2026-02-27,canceled,12.0
sub_14b3623aa56c,cus_f506d43a9cff,2025-11-25,,active,12.0
sub_f467fc095d02,cus_bc965ab0563c,2025-05-30,,active,20.0
sub_391ce7a5508b,cus_1acf23d1d6c1,2026-02-09,,active,12.0
sub_0452e68160b3,cus_fca296e8f101,2026-01-25,,active,15.0
sub_7a10069474c8,cus_342b015f1c94,2026-02-07,,active,15.0
sub_82b0a10e90e1,cus_558ef4bdc246,2025-08-10,2025-12-06,canceled,12.0
sub_c9ebcb4401cb,cus_61ad7e678582,2025-10-18,,active,15.0
sub_7496be440772,cus_62d5ce308c4c,2025-10-22,,active,45.0
sub_bdcf8ecc2d56,cus_3bada951f87a,2025-12-28,,active,15.0
sub_5db71cb618fc,cus_0cc06ddd25b6,2025-04-24,,active,12.0
sub_ceccd38613a4,cus_988afd7caa1d,2026-01-02,,active,45.0
